time,G(i),H_sun,T2m,WS10m,Int
20060421:1211,665.34,47.79,17.11,0.41,0
20060421:1311,403.98,43.61,17.36,0.9,0
20060421:1411,328.47,37.08,17.4,1.31,0
20060421:1511,357.78,29.1,17.04,1.17,0
20060421:1611,214.72,20.35,16.4,1.38,0
20060421:1711,69.65,11.34,15.62,1.79,0
20060421:1811,0,0,14.3,2.07,0
20060421:1911,0,0,13.39,2.14,0
20060421:2011,0,0,12.35,2.14,0
20060421:2111,0,0,11.58,2.07,0
20060421:2211,0,0,10.81,2.07,0
20060421:2311,0,0,10.02,1.93,0
20060422:0011,0,0,9.53,1.79,0
20060422:0111,0,0,9.23,1.72,0
20060422:0211,0,0,9.15,1.66,0
20060422:0311,0,0,9.05,1.66,0
20060422:0411,0,0,8.91,1.52,0
20060422:0511,6.79,7.88,8.72,1.45,0
20060422:0611,25.5,16.87,8.65,1.59,0
20060422:0711,62.85,25.79,8.72,1.93,0
20060422:0811,63.76,34.18,8.88,1.79,0
20060422:0911,130.25,41.43,9.04,1.86,0
20060422:1011,114.76,46.73,9.9,1.86,0
20060422:1111,186.72,49.14,9.93,1.66,0
20060422:1211,105.65,48.12,10.41,1.52,0
20060422:1311,144.82,43.91,10.6,1.45,0
20060422:1411,66.49,37.35,10.88,1.38,0
20060422:1511,83.8,29.35,11.18,1.31,0
20060422:1611,47.36,20.58,11.35,1.17,0
20060422:1711,45.54,11.57,11.09,1.24,0
20060422:1811,4.24,2.72,10.77,1.31,0
20060422:1911,0,0,9.51,1.66,0
20060422:2011,0,0,9.35,1.79,0
20060422:2111,0,0,9.1,1.86,0
20060422:2211,0,0,8.91,1.86,0
20060422:2311,0,0,8.38,1.66,0
20060423:0011,0,0,7.36,1.66,0
20060423:0111,0,0,6.79,1.52,0
20060423:0211,0,0,6.4,1.45,0
20060423:0311,0,0,6.62,1.24,0
20060423:0411,0,0,6.38,1.17,0
20060423:0511,29.71,8.18,6.3,1.17,0
20060423:0611,30.06,17.17,7.65,2.28,0
20060423:0711,82.88,26.09,8.4,2,0
20060423:0811,145.73,34.49,8.91,2.21,0
20060423:0911,110.21,41.76,9.62,2.41,0
20060423:1011,94.72,47.06,10.02,2.28,0
20060423:1111,104.74,49.48,11,2.21,0
20060423:1211,94.72,48.44,11.57,2.21,0
20060423:1311,85.62,44.2,11.77,2.48,0
20060423:1411,93.81,37.61,12.12,2.41,0
20060423:1511,123.87,29.59,11.86,2.28,0
20060423:1611,110.7,20.82,11.7,1.93,0
20060423:1711,45.54,11.81,11.5,1.45,0
20060423:1811,11.03,2.96,11.02,0.83,0
20060423:1911,0,0,10.05,0.83,0
20060423:2011,0,0,9.67,0.97,0
20060423:2111,0,0,9.05,0.83,0
20060423:2211,0,0,8.57,0.76,0
20060423:2311,0,0,8.32,0.76,0
20060424:0011,0,0,8.19,0.55,0
20060424:0111,0,0,7.72,0.21,0
20060424:0211,0,0,7.18,0.21,0
20060424:0311,0,0,6.76,0.48,0
20060424:0411,0,0,6.32,0.62,0
20060424:0511,43.29,8.47,5.39,0.83,0
20060424:0611,82.74,17.46,6.43,0.41,0
20060424:0711,200.02,26.38,8.13,0.83,0
20060424:0811,310.14,34.79,9.96,0.69,0
20060424:0911,306.31,42.07,11.3,0.34,0
20060424:1011,421.96,47.39,12.03,0.34,0
20060424:1111,870.51,49.81,12.96,0.41,0
20060424:1211,908.03,48.75,13.53,0.62,0
20060424:1311,891.47,44.48,14.1,0.97,0
20060424:1411,752.13,37.87,14.33,1.1,0
20060424:1511,595.56,29.83,14.51,1.17,0
20060424:1611,330.11,21.05,14.36,1.03,0
20060424:1711,110.98,12.04,14.15,1.03,0
20060424:1811,11.88,3.2,13.36,1.66,0
20060424:1911,0,0,12.13,2,0
20060424:2011,0,0,10.9,2.14,0
20060424:2111,0,0,10.07,2.07,0
20060424:2211,0,0,8.92,2.14,0
20060424:2311,0,0,8.38,2.21,0
20060425:0011,0,0,7.87,2.34,0
20060425:0111,0,0,7.56,2.41,0
20060425:0211,0,0,7.32,2.48,0
20060425:0311,0,0,7.09,2.41,0
20060425:0411,0,0,6.85,2.28,0
20060425:0511,47.53,8.76,6.93,2.21,0
20060425:0611,204.01,17.74,8.57,2.07,0
20060425:0711,432.12,26.67,11.09,1.93,0
20060425:0811,669,35.09,13.4,1.79,0
20060425:0911,853.88,42.39,15.52,1.79,0
20060425:1011,1026.97,47.72,17.52,1.86,0
20060425:1111,1090.23,50.14,19.23,2.14,0
20060425:1211,1043.03,49.06,20.49,2.34,0
20060425:1311,955.62,44.77,21.09,2.69,0
20060425:1411,617.59,38.13,21.39,2.9,0
20060425:1511,162.47,30.07,21.37,2.69,0
20060425:1611,207.12,21.28,20.54,1.79,0
20060425:1711,109.52,12.27,19.56,1.45,0
20060425:1811,4.24,3.44,18.09,1.59,0
20060425:1911,0,0,15.8,1.38,0
20060425:2011,0,0,14.2,1.86,0
20060425:2111,0,0,13.18,2.21,0
20060425:2211,0,0,12.81,2.41,0
20060425:2311,0,0,12.3,2.55,0
20060426:0011,0,0,11.75,2.48,0
20060426:0111,0,0,11.11,2.34,0
20060426:0211,0,0,10.62,2.28,0
20060426:0311,0,0,10.09,2.14,0
20060426:0411,0,0,9.6,1.93,0
20060426:0511,33.95,9.04,9.55,1.66,0
20060426:0611,38.25,18.03,10.25,1.31,0
20060426:0711,109.3,26.96,11.71,1.79,0
20060426:0811,104.74,35.39,12.82,1.38,0
20060426:0911,236.92,42.7,13.87,1.24,0
20060426:1011,174.88,48.04,14.73,1.17,0
20060426:1111,332.15,50.46,15.46,1.59,0
20060426:1211,490.87,49.37,15.66,1.45,0
20060426:1311,748.66,45.05,16.44,1.52,0
20060426:1411,495.26,38.39,17.09,1.86,0
20060426:1511,298.88,30.31,17.58,2.28,0
20060426:1611,235.01,21.51,17.16,2.14,0
20060426:1711,43.72,12.5,16.52,2.21,0
20060426:1811,8.49,3.68,15.34,2.28,0
20060426:1911,0,0,13.82,2,0
20060426:2011,0,0,13.08,2,0
20060426:2111,0,0,12.34,2,0
20060426:2211,0,0,11.48,2.14,0
20060426:2311,0,0,10.98,2.28,0
20060427:0011,0,0,10.45,2.28,0
20060427:0111,0,0,9.94,2.21,0
20060427:0211,0,0,9.57,2.21,0
20060427:0311,0,0,9.33,2.21,0
20060427:0411,0,0,9.31,2.34,0
20060427:0511,44.99,9.32,9.24,2.34,0
20060427:0611,207.78,18.3,9.36,2.55,0
20060427:0711,402.38,27.24,10.63,2.83,0
20060427:0811,508.04,35.68,11.75,2.97,0
20060427:0911,332.29,43,12.98,3.17,0
20060427:1011,853.7,48.36,13.91,3.24,0
20060427:1111,982.42,50.79,14.83,3.24,0
20060427:1211,733.58,49.68,15.29,3.38,0
20060427:1311,592,45.33,15.53,3.59,0
20060427:1411,675.78,38.64,15.17,3.72,0
20060427:1511,391.72,30.54,14.58,4,0
20060427:1611,346.5,21.74,13.58,4,0
20060427:1711,124.45,12.72,12.53,3.72,0
20060427:1811,16.98,3.91,11.4,3.24,0
20060427:1911,0,0,10.18,2.76,0
20060427:2011,0,0,9.18,2.48,0
20060427:2111,0,0,8.61,2.34,0
20060427:2211,0,0,7.93,2.34,0
20060427:2311,0,0,7.3,2.28,0
20060428:0011,0,0,7.1,2.21,0
20060428:0111,0,0,6.85,2,0
20060428:0211,0,0,6.79,1.86,0
20060428:0311,0,0,6.91,1.86,0
20060428:0411,0,0,6.86,2,0
20060428:0511,39.05,9.6,6.64,1.93,0
20060428:0611,160.68,18.57,7.44,2.07,0
20060428:0711,450.42,27.52,8.82,2.14,0
20060428:0811,695.04,35.96,10.09,2.07,0
20060428:0911,874.58,43.3,11.22,2.48,0
20060428:1011,883.13,48.68,11.76,2.9,0
20060428:1111,990.62,51.1,12.21,3.17,0
20060428:1211,375.43,49.98,12.27,3.66,0
20060428:1311,240.24,45.6,11.88,3.66,0
20060428:1411,453.11,38.89,11.32,3.72,0
20060428:1511,258.47,30.78,10.63,3.59,0
20060428:1611,166.95,21.96,9.52,3.45,0
20060428:1711,107.1,12.95,8.47,2.83,0
20060428:1811,17.83,4.14,7.97,3.17,0
20060428:1911,0,0,6.89,3.38,0
20060428:2011,0,0,6.3,3.31,0
20060428:2111,0,0,5.52,2.97,0
20060428:2211,0,0,5.04,2.83,0
20060428:2311,0,0,4.62,2.76,0
20060429:0011,0,0,4.38,2.62,0
20060429:0111,0,0,4.12,2.48,0
20060429:0211,0,0,4.63,2.41,0
20060429:0311,0,0,4.78,2.62,0
20060429:0411,0,0,4.33,2.41,0
20060429:0511,56.02,9.87,4.17,2.48,0
20060429:0611,162.98,18.84,4.91,2.55,0
20060429:0711,429.41,27.79,6.01,2.55,0
20060429:0811,570.57,36.24,7.04,2.48,0
20060429:0911,389.34,43.6,8.09,2.48,0
20060429:1011,759.48,48.99,8.54,2.41,0
20060429:1111,600.92,51.42,8.71,2.21,0
20060429:1211,466.16,50.28,9.51,2.14,0
20060429:1311,407.54,45.88,9.75,2.14,0
20060429:1411,162.13,39.14,9.97,2.07,0
20060429:1511,217.32,31.01,9.74,2.14,0
20060429:1611,168.74,22.18,8.05,2.76,0
20060429:1711,91.03,13.17,6.67,2.41,0
20060429:1811,12.73,4.37,6.65,1.72,0
20060429:1911,0,0,5.67,2.14,0
20060429:2011,0,0,5.26,2,0
20060429:2111,0,0,5.13,1.79,0
20060429:2211,0,0,4.65,1.86,0
20060429:2311,0,0,4.25,1.93,0
20060430:0011,0,0,3.97,1.93,0
20060430:0111,0,0,3.98,1.86,0
20060430:0211,0,0,3.9,1.79,0
20060430:0311,0,0,3.92,1.86,0
20060430:0411,0,0,3.78,2.07,0
20060430:0511,27.16,10.13,3.87,2,0
20060430:0611,138.91,19.11,4.23,2.62,0
20060430:0711,193.91,28.05,4.67,3.1,0
20060430:0811,408.33,36.52,5.81,3.79,0
20060430:0911,742.82,43.89,6.99,4,0
20060430:1011,718.67,49.29,8.15,3.52,0
20060430:1111,482.36,51.73,9.25,2.97,0
20060430:1211,423.42,50.58,10.08,2.69,0
20060430:1311,157.57,46.15,10.82,2.76,0
20060430:1411,773.18,39.38,11.14,2.69,0
20060430:1511,90.17,31.23,11.05,2.69,0
20060430:1611,228.8,22.4,9.41,3.03,0
20060430:1711,127.25,13.39,7.9,2.41,0
20060430:1811,21.22,4.6,7.43,1.17,0
20060430:1911,0,0,6.51,1.52,0
20060430:2011,0,0,5.53,1.72,0
20060430:2111,0,0,4.47,1.86,0
20060430:2211,0,0,3.56,1.93,0
20060430:2311,0,0,2.81,1.86,0
20060501:0011,0,0,2.13,1.79,0
20060501:0111,0,0,1.62,2,0
20060501:0211,0,0,1.32,2.07,0
20060501:0311,0,0,1.16,2.14,0
20060501:0411,0,0,1.08,2.14,0
20060501:0511,50.93,10.39,1.74,1.93,0
20060501:0611,224.18,19.36,4.17,2,0
20060501:0711,463.57,28.31,6.18,2.69,0
20060501:0811,655.45,36.79,8.26,3.93,0
20060501:0911,779.98,44.17,9.68,4.55,0
20060501:1011,991.71,49.59,10.99,5.03,0
20060501:1111,946.34,52.03,11.89,5.1,0
20060501:1211,844.34,50.87,12.66,4.97,0
20060501:1311,632.57,46.41,13.62,4.97,0
20060501:1411,381.68,39.63,14.08,4.76,0
20060501:1511,225.12,31.46,14.2,4.28,0
20060501:1611,110.36,22.62,13.86,3.1,0
20060501:1711,56.47,13.61,12.87,2.83,0
20060501:1811,15.28,4.83,11.48,2.62,0
20060501:1911,0,0,10.38,2.34,0
20060501:2011,0,0,9.61,2.34,0
20060501:2111,0,0,9.28,2.48,0
20060501:2211,0,0,9.18,2.62,0
20060501:2311,0,0,9.17,2.76,0
20060502:0011,0,0,9.08,2.76,0
20060502:0111,0,0,8.91,2.69,0
20060502:0211,0,0,8.21,2.62,0
20060502:0311,0,0,8,2.48,0
20060502:0411,0,0,7.36,2.34,0
20060502:0511,35.65,10.65,7.48,2.34,0
20060502:0611,183.86,19.62,8.46,2.55,0
20060502:0711,402.99,28.57,9.89,3.1,0
20060502:0811,629,37.06,11.15,2.34,0
20060502:0911,792.66,44.46,12.24,2.28,0
20060502:1011,703.55,49.89,13.07,2.41,0
20060502:1111,622.13,52.33,14.25,3.03,0
20060502:1211,808.7,51.16,15.01,3.31,0
20060502:1311,711.05,46.68,15.65,3.1,0
20060502:1411,748.8,39.86,15.73,2.55,0
20060502:1511,568.03,31.68,16.09,2,0
20060502:1611,306.62,22.84,16.38,1.66,0
20060502:1711,121.85,13.83,16.08,1.03,0
20060502:1811,21.22,5.05,14.8,1.93,0
20060502:1911,0,0,13.25,2.48,0
20060502:2011,0,0,12.17,2.69,0
20060502:2111,0,0,11.49,2.76,0
20060502:2211,0,0,11.09,2.83,0
20060502:2311,0,0,10.68,2.9,0
20060503:0011,0,0,10.27,2.9,0
20060503:0111,0,0,9.87,2.76,0
20060503:0211,0,0,9.47,2.76,0
20060503:0311,0,0,9.11,2.76,0
20060503:0411,0,0,8.82,2.69,0
20060503:0511,52.63,10.9,9.19,2.62,0
20060503:0611,227.55,19.86,10.95,2.28,0
20060503:0711,467.81,28.82,13.88,2.62,0
20060503:0811,699.13,37.32,16,2.76,0
20060503:0911,874.49,44.73,18.06,2.97,0
20060503:1011,973.53,50.18,19.78,3.03,0
20060503:1111,1016.54,52.63,21.12,3.17,0
20060503:1211,964.58,51.44,22.05,3.31,0
20060503:1311,930.16,46.94,22.62,3.31,0
20060503:1411,780.28,40.1,22.9,3.03,0
20060503:1511,558.76,31.91,22.94,2.62,0
20060503:1611,272.8,23.05,22.6,2.14,0
20060503:1711,108.17,14.04,21.58,1.86,0
20060503:1811,9.34,5.27,19.84,2.34,0
20060503:1911,0,0,18.31,2.62,0
20060503:2011,0,0,17.27,2.9,0
20060503:2111,0,0,16.54,3.03,0
20060503:2211,0,0,15.9,3.03,0
20060503:2311,0,0,15.34,3.03,0
20060504:0011,0,0,14.83,2.9,0
20060504:0111,0,0,14.26,2.76,0
20060504:0211,0,0,13.78,2.69,0
20060504:0311,0,0,13.21,2.69,0
20060504:0411,0.85,2.55,12.75,2.83,0
20060504:0511,59.42,11.14,12.82,2.9,0
20060504:0611,229.57,20.11,13.76,2.97,0
20060504:0711,459.7,29.07,15.82,3.17,0
20060504:0811,677.12,37.57,17.71,3.38,0
20060504:0911,860.48,45,19.5,3.66,0
20060504:1011,992.84,50.47,20.91,4.28,0
20060504:1111,1051.66,52.92,21.79,5.1,0
20060504:1211,1053.23,51.72,22.15,5.31,0
20060504:1311,942.25,47.19,22.25,5.31,0
20060504:1411,796.02,40.34,22.18,5.31,0
20060504:1511,577.81,32.12,21.98,5.1,0
20060504:1611,349.54,23.26,21.5,4.55,0
20060504:1711,133.4,14.26,20.58,4.21,0
20060504:1811,27.16,5.5,19.3,4.07,0
20060504:1911,0,0,18.4,4.07,0
20060504:2011,0,0,17.58,4.14,0
20060504:2111,0,0,16.88,4.21,0
20060504:2211,0,0,16.21,4.14,0
20060504:2311,0,0,15.56,4,0
20060505:0011,0,0,14.92,3.86,0
20060505:0111,0,0,14.25,3.59,0
20060505:0211,0,0,13.57,3.45,0
20060505:0311,0,0,12.93,3.38,0
20060505:0411,10.19,2.8,12.36,3.31,0
20060505:0511,59.42,11.38,12.32,3.31,0
20060505:0611,231.29,20.35,13.31,3.03,0
20060505:0711,464.41,29.31,15.16,3.93,0
20060505:0811,694.66,37.82,16.56,4.34,0
20060505:0911,871.71,45.27,17.91,4.55,0
20060505:1011,988.24,50.75,19.21,4.83,0
20060505:1111,1051.64,53.21,20.25,5.17,0
20060505:1211,1047.23,52,20.94,5.52,0
20060505:1311,955.23,47.44,21.28,5.52,0
20060505:1411,801.62,40.57,21.37,5.38,0
20060505:1511,592.3,32.34,21.21,5.03,0
20060505:1611,355.16,23.47,20.82,4.21,0
20060505:1711,135.03,14.47,19.95,3.66,0
20060505:1811,27.16,5.71,18.62,3.24,0
20060505:1911,0,0,17.25,2.9,0
20060505:2011,0,0,16.07,2.97,0
20060505:2111,0,0,15.27,3.17,0
20060505:2211,0,0,14.84,3.59,0
20060505:2311,0,0,14.49,3.72,0
20060506:0011,0,0,14.04,3.66,0
20060506:0111,0,0,13.45,3.45,0
20060506:0211,0,0,12.79,3.31,0
20060506:0311,0,0,12.17,3.24,0
20060506:0411,10.19,3.05,11.62,3.17,0
20060506:0511,69.6,11.62,11.52,3.03,0
20060506:0611,217.22,20.58,12.56,2.76,0
20060506:0711,436.55,29.54,14.72,3.24,0
20060506:0811,655.29,38.07,16.64,3.45,0
20060506:0911,840.08,45.53,18.46,3.52,0
20060506:1011,956.03,51.03,20.01,3.79,0
20060506:1111,1018.41,53.49,21.1,4.34,0
20060506:1211,980.3,52.27,21.48,4.69,0
20060506:1311,800.64,47.69,21.57,4.41,0
20060506:1411,751.78,40.79,21.58,4.28,0
20060506:1511,496.71,32.55,20.7,3.66,0
20060506:1611,319.34,23.68,20.51,3.1,0
20060506:1711,129.6,14.68,19.63,2.76,0
20060506:1811,29.71,5.93,18.24,2.97,0
20060506:1911,0,0,16.8,3.38,0
20060506:2011,0,0,15.98,3.59,0
20060506:2111,0,0,15.3,3.66,0
20060506:2211,0,0,14.82,3.72,0
20060506:2311,0,0,14.23,3.59,0
20060507:0011,0,0,13.59,3.38,0
20060507:0111,0,0,12.9,3.17,0
20060507:0211,0,0,12.3,3.17,0
20060507:0311,0,0,11.84,3.17,0
20060507:0411,9.34,3.28,11.48,3.17,0
20060507:0511,70.99,11.85,11.6,3.1,0
20060507:0611,208.8,20.81,12.81,2.83,0
20060507:0711,418.19,29.78,14.88,3.31,0
20060507:0811,652.15,38.31,16.84,3.66,0
20060507:0911,830.46,45.78,18.75,3.79,0
20060507:1011,956.47,51.3,20.42,4.21,0
20060507:1111,1018.74,53.77,21.48,5.1,0
20060507:1211,1028.07,52.54,21.85,5.93,0
20060507:1311,919.98,47.94,21.77,5.79,0
20060507:1411,768.22,41.02,21.54,5.1,0
20060507:1511,554.79,32.76,21.62,4.69,0
20060507:1611,336.65,23.89,21.04,4.07,0
20060507:1711,135.32,14.88,19.84,3.38,0
20060507:1811,31.41,6.14,18.58,3.24,0
20060507:1911,0,0,17.5,3.03,0
20060507:2011,0,0,16.37,3.17,0
20060507:2111,0,0,15.59,3.45,0
20060507:2211,0,0,15.01,3.59,0
20060507:2311,0,0,14.42,3.45,0
20060508:0011,0,0,13.78,3.31,0
20060508:0111,0,0,13.09,3.1,0
20060508:0211,0,0,12.42,2.97,0
20060508:0311,0,0,11.77,2.9,0
20060508:0411,5.94,3.52,11.22,2.9,0
20060508:0511,72.61,12.08,11.36,2.9,0
20060508:0611,215.82,21.03,12.61,2.69,0
20060508:0711,444.78,30,14.89,3.24,0
20060508:0811,641.65,38.54,16.75,3.52,0
20060508:0911,825.5,46.03,18.48,3.59,0
20060508:1011,950.85,51.56,20.03,3.79,0
20060508:1111,1019.13,54.05,21.31,4.34,0
20060508:1211,843.86,52.8,21.56,4.9,0
20060508:1311,543.01,48.18,21.82,5.03,0
20060508:1411,640.91,41.24,21.89,4.83,0
20060508:1511,546.44,32.97,21.76,4.48,0
20060508:1611,263.53,24.09,21.38,3.72,0
20060508:1711,120.16,15.09,20.43,2.9,0
20060508:1811,29.71,6.35,18.96,2.62,0
20060508:1911,0,0,17.45,3.17,0
20060508:2011,0,0,16.53,3.72,0
20060508:2111,0,0,15.8,3.79,0
20060508:2211,0,0,14.94,3.52,0
20060508:2311,0,0,14.01,3.31,0
20060509:0011,0,0,13.08,3.17,0
20060509:0111,0,0,12.21,3.03,0
20060509:0211,0,0,11.45,2.83,0
20060509:0311,0,0,10.78,2.69,0
20060509:0411,14.43,3.74,10.23,2.62,0
20060509:0511,74.06,12.3,10.41,2.48,0
20060509:0611,225.43,21.25,11.66,2.55,0
20060509:0711,445.89,30.22,13.51,2.69,0
20060509:0811,671.16,38.77,15.48,2.62,0
20060509:0911,842.9,46.27,17.41,2.76,0
20060509:1011,971.77,51.82,19.14,3.03,0
20060509:1111,1032.99,54.32,20.57,3.45,0
20060509:1211,1041.54,53.06,21.64,3.86,0
20060509:1311,914.9,48.42,22.2,4.14,0
20060509:1411,769.33,41.46,22.14,4.07,0
20060509:1511,589.02,33.18,21.53,4,0
20060509:1611,362.04,24.29,20.61,3.03,0
20060509:1711,140.79,15.29,20.01,3.1,0
20060509:1811,31.41,6.56,18.94,3.24,0
20060509:1911,0,0,17.31,3.66,0
20060509:2011,0,0,16.03,3.38,0
20060509:2111,0,0,14.76,3.1,0
20060509:2211,0,0,13.56,2.9,0
20060509:2311,0,0,12.5,2.69,0
20060510:0011,0,0,11.59,2.55,0
20060510:0111,0,0,10.8,2.41,0
20060510:0211,0,0,10.12,2.34,0
20060510:0311,0,0,9.47,2.28,0
20060510:0411,17.83,3.97,8.89,2.28,0
20060510:0511,54.46,12.51,9.39,2.21,0
20060510:0611,241.15,21.46,11.19,2.07,0
20060510:0711,472.33,30.43,13.5,2.21,0
20060510:0811,688.61,38.99,15.71,2.21,0
20060510:0911,865.13,46.51,17.76,2.21,0
20060510:1011,983.85,52.08,19.48,2.21,0
20060510:1111,1040.6,54.58,20.67,2.21,0
20060510:1211,1022.85,53.31,21.37,2.48,0
20060510:1311,914.18,48.66,21.76,2.69,0
20060510:1411,754.45,41.67,21.92,2.76,0
20060510:1511,587.17,33.38,21.89,2.76,0
20060510:1611,355.79,24.49,21.53,2.69,0
20060510:1711,141.75,15.49,20.68,2.21,0
20060510:1811,33.1,6.77,19.19,2.21,0
20060510:1911,0,0,17.35,2.55,0
20060510:2011,0,0,15.85,2.48,0
20060510:2111,0,0,14.51,2.21,0
20060510:2211,0,0,13.05,1.93,0
20060510:2311,0,0,11.63,1.72,0
20060511:0011,0,0,11.02,1.45,0
20060511:0111,0,0,11.49,1.1,0
20060511:0211,0,0,11.71,0.83,0
20060511:0311,0,0,11.3,0.69,0
20060511:0411,16.98,4.18,10.81,0.55,0
20060511:0511,67.17,12.72,10.63,0.28,0
20060511:0611,237.97,21.66,12.65,0.21,0
20060511:0711,464.13,30.64,15.78,0.48,0
20060511:0811,685.7,39.21,17.93,0.69,0
20060511:0911,860.38,46.75,19.74,0.83,0
20060511:1011,978.6,52.33,21,0.83,0
20060511:1111,882.4,54.84,21.63,0.9,0
20060511:1211,795.87,53.56,21.98,0.97,0
20060511:1311,588.33,48.89,22.4,1.1,0
20060511:1411,575.91,41.89,22.41,1.24,0
20060511:1511,274.4,33.58,21.99,1.66,0
20060511:1611,322.52,24.68,21.52,2.28,0
20060511:1711,142.92,15.69,20.4,2.62,0
20060511:1811,35.65,6.97,18.63,2.55,0
20060511:1911,0,0,16.71,2.34,0
20060511:2011,0,0,15.21,2,0
20060511:2111,0,0,13.41,1.79,0
20060511:2211,0,0,12.22,1.45,0
20060511:2311,0,0,12.19,1.17,0
20060512:0011,0,0,11.82,1.1,0
20060512:0111,0,0,12.28,0.9,0
20060512:0211,0,0,11.76,0.9,0
20060512:0311,0,0,10.51,1.1,0
20060512:0411,16.13,4.39,9.88,1.17,0
20060512:0511,77.67,12.92,10.2,0.9,0
20060512:0611,231.84,21.86,13.15,0.76,0
20060512:0711,450.32,30.84,15.37,1.45,0
20060512:0811,669.95,39.42,17.41,1.66,0
20060512:0911,844.91,46.97,19.24,1.72,0
20060512:1011,979.08,52.57,20.76,1.66,0
20060512:1111,1034.29,55.09,21.8,1.72,0
20060512:1211,975.01,53.81,22.78,2,0
20060512:1311,884.23,49.11,23.43,2.34,0
20060512:1411,175.79,42.1,23.52,2.55,0
20060512:1511,237.57,33.78,23.33,2.41,0
20060512:1611,230.29,24.88,22.91,2.14,0
20060512:1711,41.9,15.88,21.71,2.07,0
20060512:1811,38.2,7.17,19.36,2.21,0
20060512:1911,0,0,18.56,0.97,0
20060512:2011,0,0,17.63,0.97,0
20060512:2111,0,0,16.63,0.9,0
20060512:2211,0,0,14.45,1.1,0
20060512:2311,0,0,12.25,1.52,0
20060513:0011,0,0,11.27,1.45,0
20060513:0111,0,0,10.56,1.52,0
20060513:0211,0,0,10.15,1.52,0
20060513:0311,0,0,9.78,1.52,0
20060513:0411,3.4,4.6,9.48,1.52,0
20060513:0511,80.17,13.12,10.85,0.97,0
20060513:0611,143.07,22.06,13.4,0.41,0
20060513:0711,175.25,31.04,14.09,0.62,0
20060513:0811,219.95,39.63,15.37,0.28,0
20060513:0911,599.72,47.19,16.97,0.21,0
20060513:1011,858.16,52.81,18.28,0.48,0
20060513:1111,812,55.34,19.33,1.03,0
20060513:1211,881.76,54.05,20.23,1.59,0
20060513:1311,460.05,49.34,20.44,1.93,0
20060513:1411,682.19,42.3,20.72,2.28,0
20060513:1511,516.2,33.97,20.66,2.41,0
20060513:1611,178.77,25.07,20.29,2.83,0
20060513:1711,34.61,16.07,18.96,2.76,0
20060513:1811,5.94,7.37,17.02,3.1,0
20060513:1911,0,0,15.83,2.14,0
20060513:2011,0,0,14.27,2.41,0
20060513:2111,0,0,12.98,2.76,0
20060513:2211,0,0,11.94,3.17,0
20060513:2311,0,0,10.97,3.1,0
20060514:0011,0,0,10.44,2.97,0
20060514:0111,0,0,9.92,2.69,0
20060514:0211,0,0,9.46,2.48,0
20060514:0311,0,0,9.23,2.34,0
20060514:0411,3.4,4.8,8.95,2.14,0
20060514:0511,33.7,13.31,9.2,1.79,0
20060514:0611,225.26,22.25,9.9,2.34,0
20060514:0711,411.4,31.23,10.52,2.83,0
20060514:0811,500.35,39.83,11.07,2.9,0
20060514:0911,606.5,47.41,11.82,3.1,0
20060514:1011,582.18,53.04,12.19,3.17,0
20060514:1111,684.43,55.58,13.01,3.24,0
20060514:1211,561.25,54.29,13.48,3.31,0
20060514:1311,659.57,49.56,13.52,3.38,0
20060514:1411,382.62,42.5,12.96,3.31,0
20060514:1511,499.57,34.16,12.69,3.38,0
20060514:1611,359.34,25.25,12.55,3.31,0
20060514:1711,146.94,16.26,12.09,3.17,0
20060514:1811,32.25,7.57,11.46,2.62,0
20060514:1911,0,0,10.88,2.34,0
20060514:2011,0,0,9.53,1.86,0
20060514:2111,0,0,8.31,1.66,0
20060514:2211,0,0,6.89,1.45,0
20060514:2311,0,0,6.77,1.03,0
20060515:0011,0,0,7.67,0.62,0
20060515:0111,0,0,7.35,0.55,0
20060515:0211,0,0,6.08,0.97,0
20060515:0311,0,0,4.85,1.38,0
20060515:0411,23.77,4.99,4.95,1.38,0
20060515:0511,83.99,13.5,6.26,1.24,0
20060515:0611,239.28,22.43,8.41,1.72,0
20060515:0711,425.71,31.42,9.7,2.41,0
20060515:0811,553.05,40.02,11.25,2.62,0
20060515:0911,601.76,47.62,12.77,2.55,0
20060515:1011,778.87,53.27,14.2,2.48,0
20060515:1111,705.83,55.82,15.61,2.55,0
20060515:1211,646.03,54.52,16.77,2.76,0
20060515:1311,387.47,49.77,18.18,3.1,0
20060515:1411,222.43,42.7,18.32,2.41,0
20060515:1511,95.64,34.35,18,1.66,0
20060515:1611,355.5,25.44,17.77,1.79,0
20060515:1711,147.55,16.45,17.25,1.93,0
20060515:1811,39.89,7.76,16.46,2,0
20060515:1911,0,0,15.45,2.14,0
20060515:2011,0,0,14.79,2.21,0
20060515:2111,0,0,14.32,2,0
20060515:2211,0,0,13.56,1.93,0
20060515:2311,0,0,13.38,1.86,0
20060516:0011,0,0,13.02,2.34,0
20060516:0111,0,0,13.2,2.9,0
20060516:0211,0,0,13.28,3.24,0
20060516:0311,0,0,13.01,3.59,0
20060516:0411,24.62,5.18,13.13,3.59,0
20060516:0511,69.24,13.68,13.63,3.79,0
20060516:0611,237.06,22.61,14.02,3.86,0
20060516:0711,433.88,31.6,15.12,4.76,0
20060516:0811,540.87,40.21,15.52,5.1,0
20060516:0911,575.35,47.82,16.52,5.72,0
20060516:1011,634.73,53.49,17.2,5.66,0
